"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR"
47.8,54.1,19.4,17.5,29.3,29.4,33,45.9,0.3
51.4,54.4,20,18.1,23.9,27.2,32.8,25.6,0.269230769230769
48.3,51.5,20.6,17.3,27.8,32.5,28.7,31.1,0.333333333333333
47.6,58.7,19.4,19.4,34.7,29.9,28.4,39.8,0.266666666666667
51,51.2,21.8,16.6,31.1,28.3,32.6,30.1,0.4375
48.5,50.9,21.5,14.6,32.5,22.6,30,33,0.333333333333333
50.1,55.3,20.6,19.2,26.6,27.8,34.6,27.9,0.32258064516129
52.7,52.6,21.7,14.8,22.6,29.8,35.8,29.8,0.193548387096774
48.7,53.2,17.7,20.9,26.2,31.9,30.4,45.1,0.448275862068966
49.1,56.8,18.7,19.6,27.4,33.7,32.7,30.4,0.379310344827586
49.4,54.2,19.2,18.8,29.6,33.6,35,32.9,0.357142857142857
48.9,54.6,14.9,18.5,23.2,27.5,25,37,0.428571428571429
46.8,54.4,21.7,21,29,32.7,31.8,36.1,0.4
45.6,49.1,21,20.2,32,30.5,40.7,42.9,0.566666666666667
49.4,50,21.1,20.2,31.6,29.8,31.3,43.1,0.466666666666667
48.3,54.7,20.6,17.6,26.2,28.8,38.9,31.7,0.214285714285714
48.1,56.6,16.7,20.9,26.7,35.8,29.3,30.8,0.5
49.1,56.7,18.2,17.2,27,31.4,31.1,37.5,0.266666666666667
47.8,54.4,18.9,18.7,29.1,26.4,33.3,40.4,0.3
50.7,54.8,20.4,20.4,23.8,31.4,30.4,40.7,0.2
48.1,52.3,23,21.2,28.8,29.3,37,46.1,0.423076923076923
49,51.9,19.2,17.8,25.9,29.7,30,28.4,0.517241379310345
51.2,51.5,19.5,18,27.8,28.6,37.5,31.5,0.606060606060606
50.4,48.5,20.8,16.8,32.9,29.7,30.3,34.3,0.59375
47.7,52.6,18.3,16.4,23.3,32.7,28.3,32.8,0.214285714285714
46,56.1,18.8,18.8,34,31.2,35.5,38.6,0.214285714285714
45.6,51.9,18.7,20.5,33.5,30.7,39.3,41.7,0.433333333333333
44.3,48.8,19.3,17.4,32.9,30.1,41.5,37.6,0.483870967741935
50.1,59.5,16.1,15,27,30.8,21.6,36.1,0.25
46,51.4,21.8,18.1,25.5,30.7,29.2,36.7,0.2
46.6,53.2,17.4,16.3,24.7,29.6,26.7,34.6,0.310344827586207
44.9,55.3,22,19,27,29.5,42.6,37,0.166666666666667
49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,0.4
49,55.3,18.8,17.8,24.9,30,28,29.3,0.379310344827586
45.7,52.1,21.4,18.8,25.4,30.3,27.7,34.2,0.321428571428571
47.6,52.5,23.2,17.7,26.9,35.4,41.1,33.8,0.291666666666667
48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,0.392857142857143
43,51.8,17.3,21.4,30.7,31.7,24.9,46.6,0.4
48.8,53.4,18,18.8,28.9,34.9,34.5,38.3,0.32258064516129
47.9,57.6,18.2,17.9,26.2,34.1,27.8,33,0.0967741935483871
46.3,52.4,23,17.6,22.7,30.5,35.3,34.2,0.233333333333333
46.5,51.9,19.9,18.3,31.9,34.7,35.2,46.6,0.258064516129032
46.7,56.5,18.5,18.9,29.4,32.8,35.9,33.6,0.333333333333333
44.6,59.1,20.9,18.2,25.5,34.6,31.6,41.2,0.1
44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,0.16
47.2,53.6,19.5,18.7,27.5,36.5,32.1,36.2,0.272727272727273
43.3,49.2,20.5,17.9,22.3,31.9,27.1,37.6,0.15625
42.6,54.9,19.1,19.6,30.4,31.1,29.1,39.2,0.125
43.1,54.7,19.4,16,28.2,34.7,29.7,31.8,0.233333333333333
45,54,24.2,16.6,30,32.5,31.4,29.8,0.0967741935483871
47.3,55.9,22.8,18.2,29.3,33.7,28.5,35.7,0.133333333333333
